hashtags,urls
"['COVID19', 'Venezuela', 'HoyTeCuentoQue']",[]
"['TrumpDoesntCare', 'COVID19']",[]
"['PalestinianYouth', 'Palestine', 'PalestinianLivesMatter']",[]
"['BuenasNoches', 'FelizViernes', '19Junio']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVIDー19', 'Ramadhan']",[]
['BanggaJadiMuslim'],[]
['KaabaUnitesUs'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVID19']",[]
['MenangkanAlQuds'],[]
['ArbainHusain'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVID19']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVIDー19', 'Ramadhan']",[]
['UAEBetraysPalestine'],[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
['LiveLikeAli'],[]
['KaabaUnitesUs'],[]
['TerimaKasihGuru'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'Ramadan', 'COVIDー19']",[]
"['Palestine', 'PalestineWillBeFree']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
"['InternationalJusticeDay', 'HariKeadilanInternational']",[]
"['ArbainHusain', 'Arbaeen2020']",[]
"['Palestine', 'PalestineWillBeFree']",[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
['MaulidNabi2020'],[]
['TerimaKasihGuru'],[]
"['Palestine', 'PalestineWillBeFree']",[]
['Hussain'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVIDー19', 'Ramadhan']",[]
['TerimaKasihGuru'],[]
"['Palestine', 'PalestineWillBeFree']",[]
"['YesWeCanAgain', 'VoteBlueToSaveAmerica']",[]
[],[]
['UAEBetraysPalestine'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
"['BlueWave', 'TrumpIsUnwell', 'ByeDon2020', 'RVAT2020']",[]
[],[]
"['mom', 'thursdaymorning', 'BlackLivesMattters']",[]
['عراقي_ومن_حقي_أسأل'],[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
['العراق_اقوى'],[]
['صفقة_التطبيع'],[]
"['coronavirus', 'Covid_19', 'Trump2020', 'TrumpIsNotWell']",[]
"['coronavirus', 'Trump']",[]
"['COVIDー19', 'trump', 'BidenRiots', 'coronavirus']",[]
[],[]
"['Portland', 'Covid19']",[]
"['COVIDー19', 'Trump', 'protest', 'Portland']",[]
[],[]
"['كلمة_حق_٢٠٢٠', 'اسقاط_القروض_لليوم_385']",[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
['صفقة_التطبيع'],[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
"['debate', 'Debates2020']",[]
"['Trump', 'TrumpKnew', 'TrumpHidTheTruth']",[]
['عراقي_ومن_حقي_أسأل'],[]
['PortlandProtest'],[]
['عراقي_ومن_حقي_أسأل'],[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
"['Trump', 'protest', 'covid19']",[]
"['احمد_البشير', 'البشر_شو', 'العراق_اقوی']",[]
['مليونية_سيادة_العراق'],[]
['العراق_اقوی'],[]
[],[]
"['Palestine', 'PalestineWillBeFree']",[]
['TerimaKasihGuru'],[]
"['PalestineWillBeFree', 'PalestineResistance', 'Palestine']",[]
"['PalestineWillBeFree', 'Palestine', 'HariAlQuds2020']",[]
"['PalestineWillBeFree', 'Palestine']",[]
"['امضا_با_اشک', 'شیفت_شب']",[]
"['Israel', 'Israel', 'PalestineWillBeFree', 'PalestineResistance', 'Palestine', 'Nakba72']",[]
"['محسن_چاوشی', 'الا_دختر', 'همگناه']",[]
[],[]
['KaabaUnitesUs'],[]
"['شيفت_شب', 'نوشدارو']",[]
"['PalestineWillBeFree', 'Palestine']",[]
"['PalestineWillBeFree', 'PalestineResistance', 'Palestine']",[]
['Hussain'],[]
['BelaMuhammad'],[]
"['PalestineWillBeFree', 'Palestine']",[]
"['PalestineWillBeFree', 'PalestineResistance', 'Palestine']",[]
"['PalestineWillBeFree', 'Palestine', 'HariAlQuds2020']",[]
"['ArbainHusain', 'Arbaeen2020']",[]
"['PalestineWillBeFree', 'Palestine', 'HariAlQuds2020']",[]
"['PalestineWillBeFree', 'Palestine']",[]
['FailedModernSlavery'],[]
"['PalestineWillBeFree', 'Palestine']",[]
['Hussain'],[]
"['ArbainHusain', 'Arbaeen2020']",[]
['MaulidNabi2020'],[]
[],[]
[],[]
"['InternationalJusticeDay', 'HariKeadilanInternasional']",[]
['FailedModernSlavery'],[]
"['PalestineWillBeFree', 'PalestineResistance', 'Palestine']",[]
['TerimaKasihGuru'],[]
"['PalestineWillBeFree', 'Palestine', 'HariAlQuds2020']",[]
"['PalestineWillBeFree', 'Palestine']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVIDー19', 'Ramadhan']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVIDー19', 'Ramadhan']",[]
['MaulidNabi2020'],[]
"['freedom', 'racism', 'SundayMotivation']",[]
"['ArbainHusain', 'Arbaeen2020']",[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
"['Palestine', 'PalestineWillBeFree']",[]
"['InternationalJusticeDay', 'HariKeadilanInternational']",[]
['KaabaUnitesUs'],[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVID19']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVID19']",[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020', 'Covid_19', 'selasaambyar']",[]
"['Palestine', 'PalestineWillBeFree']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'Ramadan', 'COVIDー19']",[]
"['ArbainHusain', 'Arbaeen2020']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
[],[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'harialquds2020']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVID19']",[]
['TerimaKasihGuru'],[]
"['Palestine', 'PalestineWillBeFree']",[]
"['ArbainHusain', 'Arbaeen2020']",[]
"['InternationalJusticeDay', 'HariKeadilanInternasional']",[]
"['ArbainHusain', 'Arbaeen2020']",[]
['KaabaUnitesUs'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'Ramadan', 'COVIDー19']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'Ramadan', 'COVIDー19']",[]
[],[]
[],[]
[],[]
[],[]
"['SobatPalestinaINA', 'Group4Palestine']",['https://english.palinfo.com/news/2020/7/29/several-palestinians-kidnaped-by-iof-overnight-in-w-bank']
[],[]
['GempaBanten'],[]
"['Gaza', 'Gaza', 'UAEIsrael', 'Group4Palestine', 'IndependentPalestineState']",[]
[],[]
['SelasaSambat'],[]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
"['Group4Palestine', 'IndependentPalestineState', 'Islam']",[]
"['racist', 'Lier', 'TheyAllKnew', 'TrumpKnew']",[]
"['FourMoreYears', 'VoteTrumpToSaveAmerica', 'WWGIWGA']",[]
['دعبید'],[]
"['TrumpHasNoPlan', 'TrumpIsNotWell', 'TrumpStroke']",[]
"['Palestina', 'FreePalestine', '8Septiembre']",[]
"['PalestinianLivesMatter', 'FreePalestine', 'Palestina']",[]
"['Palestina', 'FreePalestine', 'PalestinaLibre']",[]
[],[]
"['HumanRights', 'blacklifematters', 'TrumpTraitor', 'TrumpRallyFail']",[]
"['TrumpHatesOurVeterans', 'TrumpResignNow', 'TrumpsBrowserHistory']",['https://www.dailymail.co.uk/news/article-8686979/60-percent-Americans-say-governments-coronavirus-response-making-pandemic-worse.html']
"['coronavirus', 'Covid_19', 'HumanRights']",['https://www.npr.org/sections/live-updates-protests-for-racial-justice/2020/06/04/869278494/medical-examiners-autopsy-reveals-george-floyd-had-positive-test-for-coronavirus?t=1591673512780']
"['Israel', 'Israelex2020', 'Netanyahu']",[]
['LightsforLiberty'],[]
"['JamalMurray', 'BlackLivesMatter', 'USA']",['https://www.forbes.com/sites/chrissheridan/2020/08/31/inspired-by-his-sneakers-jamal-murray-of-denver-nuggets-goes-off-for-another-50-points/#6c2e765e2baf']
"['NBAFinals', 'GoldenStateWarriors', 'Oracle', 'Game4', 'Kawhi']",[]
"['TrumpMeltdown', 'TrumpBidenDebate', 'PresidentialDebate2020']",[]
['Palestine'],[]
"['FillTheSeat', 'FillThatSeat', 'FILLTHATSEATNOW']",[]
['TrumpIsACompleteFailure'],[]
['patriotact'],[]
['TrumpDoesntCare'],[]
"['coronavirus', 'COVID']",[]
[],[]
"['TrumpMeltdown', 'TrumpIsATraitor', 'ImNoLongerAllowed']",[]
"['TrumpIsARapist', 'DeathOfDemocracy', 'ImpeachBarr']",[]
"['Army', 'portland', 'Biden', 'PoliceBrutality', 'Police']",[]
['ARMY'],[]
['IStandWithPresTrump'],[]
"['Peace', 'Iran', 'USA', 'PeaceNotWar']",[]
"['HumanRights', 'HumanRightsViolations']",['https://abcnews.go.com/International/380-women-killed-mexico-year-activists-cultural-change/story?id=69258389']
"['TrumpKillsUs', 'Navyfire']",[]
"['HumanRights', 'HumanRightsViolations', 'BlackLivesMatter']",[]
"['VoteTrumpOut', 'DonaldTheDope']",[]
"['HumanRights', 'TrumpIsNotWell', 'annexation']",[]
"['coronavirus', 'COVID', 'Covid_19', 'TrumpResignNow']",['https://www.cnbc.com/2020/09/04/john-bolton-criticizes-trump-on-coronavirus-response.html']
"['JusticeForGeorgeFlyod', 'TrumpResignNow']",[]
"['FelizMiércoles', 'BuenasNoches', '23Sep']",[]
"['TrumpGenocide', 'MichiganStrong', 'thatwoman', 'QuidProCOVID19']",[]
[],[]
[],[]
[],[]
['AmericanMurder'],[]
['TrumpIsALoser'],[]
"['COVID__19', 'RacistInChief']",[]
"['TrumpIsBroke', 'TrumpIsNotABillionaire', 'TrumpTaxReturns']",[]
"['US', 'BlackLivesMetter', 'HumanRights', 'American']",[]
[],[]
"['DemocracyDemandCBIForSSR', 'Democrats', 'democracy']",[]
['صفقة_التطبيع'],[]
['اهل_البيت_خط_احمر'],[]
"['Palestine', 'PalestineWillBeFree']",[]
"['Palestine', 'PalestineWillBeFree']",[]
"['وعده_ما_پنجم_دی', 'مسلح_شویم']",[]
"['WeekendSantuy', 'weekend']",[]
['SaPapuaSaNKRI'],[]
['No2IRChinaTreaty'],[]
['MessengerOFUnity'],[]
['Arbaeen2019'],[]
['UAEBetraysPalestine'],[]
"['Palestine', 'PalestineWillBeFree']",[]
"['IndonesiaUnggul', 'RebutanKursiUntukKorupsi', 'OposisiKokMintaPosisi']",[]
"['چهارشنبه_سوری', 'تظاهرات_سراسری', 'چهارشنبه_سوری', 'تظاهرات_سراسری', 'چهارشنبه_سوری', 'تظاهرات_سراسری', 'چهارشنبه_سوری', 'تظاهرات_سراسری']",[]
['MintaMaaf'],[]
['bacotsantuy'],[]
['BelaMuhammad'],[]
['ThePromisedSaviour'],[]
[],[]
"['BlackLivesMatter', 'GeorgeFloyd', 'usprotest', 'TrumpMeltdown']",[]
"['Palestina', 'FreePalestine', 'PalestinaLibre']",[]
"['Iran', 'US', 'IranvsUSA', 'Iranians']",['https://apnews.com/5eeafc792e5bac8be2bf8430d93e3f0d']
"['TrumpFailure', 'WhyRepublicansAreJumpingShip']",[]
"['Iraqi', 'Iraq']",['https://apnews.com/75228a8a607a44863b57021ac33264dc']
"['RacistInChief', 'DemonSemen']",[]
"['TrumpKillsAmericans', 'VeryScaryPeople']",[]
"['iraqprotests', 'IraqWar', 'IraqiProtests', 'Iraq']",[]
['ThePromisedSaviour'],[]
['FascistTrump'],[]
[],[]
['TheDevilAllTheTime'],[]
"['JacobBlake', 'JacobBlakeshooting', 'wisconsinshooting', 'BlackLivesMatter']",[]
['WWII'],[]
['frasesdereflexion'],[]
['DNC2020'],[]
"['AbolishThePolice', 'BlackLivesMatter']",[]
"['PositiveVibes', 'frasesimportantes']",[]
[],[]
['اهل_البيت_خط_احمر'],[]
['اهل_البيت_خط_احمر'],[]
[],[]
"['Abbott', 'Israel']",['https://ahtribune.com/world/europe/uk/4379-boris-johnson-tony-abbott.html']
"['PositiveVibes', 'frases', 'frasesdereflexion']",[]
[],[]
[],['https://ahtribune.com/us/2020-election/4021-trump-handling-of-the-covid19.html']
[],['http://www.balkanspost.com/article/863/mek-key-component-anti-iran-policy']
"['CocaineDon', 'cocaineeyes']",[]
['coronavirus'],['https://ahtribune.com/world/4048-who-are-you-to-call-me-a-virus.html']
['TrumpIsALiar'],[]
"['Turkey', 'Syria']",['http://www.balkanspost.com/article/844/turkish-assault-syria-hallmarks-disastrous-human-tragedy']
"['personwomanmancameratv', 'TrumpIsAnIdiot']",[]
"['frasesmotivadoras', 'PositiveVibes', 'positivity']",[]
['BLACKLIVESMATTER'],[]
"['USA', 'Iran', 'Peace', 'PeaceWithIran']",[]
['Albanians'],['http://www.balkanspost.com/article/817/islamophobia-in-balkans-from-nationalism-to-era-of-pax-americanism']
"['الحسین_یجمعنا', 'hussain']",[]
"['العراق_لن_یحترق', 'ایران_والعراق_لایمکن_الفراق']",[]
"['العراق_لن_یحترق', 'ایران_والعراق_لایمکن_الفراق']",[]
"['Washington', 'racist', 'TrumpFailsAmerica']",[]
"['Venezuela', 'Chavez', '7julio']",[]
['ImVotingForBiden'],[]
"['FotoDelDia', 'Palestinian', 'PalestinianLivesMatter', 'PalestinaLibre']",[]
"['coronavirus', 'PalestinianLivesMatter']",[]
"['Guaido', 'VenezuelaLibre', '12Feb']",[]
"['BuenasNoches', 'felizlunesatodos', '24agosto']",[]
"['VenezuelaPatriaSana', 'EEUU', '18Mayo']",[]
"['PalestinianLivesMatter', 'IsraeliCrimes', 'israelapartheidnation', 'Palestina']",[]
"['23Feb', 'Felizdomingoatodos', 'BuenosDiasATodos']",[]
"['BreonnaTaylorWasMurdered', 'LouisvilleProtests', 'racism']",[]
['TrumpLied200KDied'],[]
"['GeorgeFloydRiots', 'BLMprotest', 'BlackLivesMatter']",[]
"['Palestina', 'Palestinewillbefree']",[]
"['NoJusticeNoPeace', 'JaredIsEvil', 'BlackLivesMatter', 'MLB']",[]
"['InternationalJusticeDay', 'HariKeadilanInternational']",[]
['LiveLikeAli'],[]
['BelaMuhammad'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'ramadankareem']",[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
['TerimaKasihGuru'],[]
['BelaMuhammad'],[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
['LiveLikeAli'],[]
"['InternationalJusticeDay', 'HariKeadilanInternational']",[]
"['IsraelBahrain', 'PeaceInTheMiddleEast']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVID19']",[]
['BelaMuhammad'],[]
"['Palestine', 'PalestineWillBeFree']",[]
[],[]
[],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'Nakba72']",[]
['BelaMuhammad'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
"['MenangkanAlQuds', 'Bachtiarnasir']",[]
['UAEBetraysPalestine'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'Nakba72']",[]
['FailedModernSlavery'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVIDー19', 'Ramadhan']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
"['TedCruzHasNoBalls', 'TrumpChaos']",[]
"['Palestine', 'PalestineWillBeFree']",[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'Ramadan', 'COVIDー19']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
[],[]
"['Ivanka', 'TrumpTaxReturns', 'TrumpIsNotABillionaire']",[]
['TrumpDoesntCare'],[]
[],[]
"['TrumpIsACompleteFailure', 'TrumpHasNoPlan', 'COVID19', 'BidenLandslide2020']",[]
[],['http://www.balkanspost.com/article/817/islamophobia-in-balkans-from-nationalism-to-era-of-pax-americanism']
"['frasesmotivadoras', 'PositiveVibes']",[]
['57ofRepublicans'],[]
"['ChokeHoldMitch', 'VoteBlue2020']",[]
['YOUREFIRED'],[]
"['frasesmotivadoras', 'positiveenergy']",[]
['soupgate'],[]
[],[]
"['InternationalJusticeDay', 'HariKeadilanInternasional']",[]
['MaulidNabi2020'],[]
"['PalestineWillBeFree', 'Palestine']",[]
['TerimaKasihGuru'],[]
"['PalestineWillBeFree', 'PalestineResistance', 'Palestine', 'HariAlQuds2020']",[]
"['PalestineWillBeFree', 'Palestine', 'HariAlQuds2020']",[]
[],[]
"['PalestineWillBeFree', 'Palestine', 'HariAlQuds2020']",[]
"['PalestineWillBeFree', 'PalestineResistance', 'Palestine']",[]
['TerimaKasihGuru'],[]
[],[]
"['جوجه', 'سگ', 'طبیعت', 'زلزله', 'تهران', 'جوجه', 'زمین\u200c_لرزه']",[]
[],[]
[],[]
"['PalestineWillBeFree', 'Palestine', 'HariAlQuds2020']",[]
"['Arbaeen2020', 'حب_حسین_یجمعنا']",[]
['KaabaUnitesUs'],[]
"['PalestineWillBeFree', 'Palestine']",[]
"['PalestineWillBeFree', 'PalestineResistance', 'Palestine']",[]
['FailedModernSlavery'],[]
"['PalestineWillBeFree', 'Palestine']",[]
"['Palestine', 'PalestineWillBeFree']",[]
['KaabaUnitesUs'],[]
"['InternationalJusticeDay', 'HariKeadilanInternasional']",[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
"['ArbainHusain', 'Arbaeen2020']",[]
[],[]
"['PalestineWillBeFree', 'Palestine', 'HariAlQuds2020']",[]
['BelaMuhammad'],[]
['BelaMuhammad'],[]
['China_is_terrorist'],[]
['Hussain'],[]
"['Marseille', 'soignants', '16Juin2020']",[]
['Hussain'],[]
"['Israel', 'Palestine', 'QudsDay']",[]
['MuslimsGenocideInIndiaAndIOK'],[]
"['America', 'GenocideOfIndianMuslims', 'MuslimsGenocideInIndiaAndIOK']",[]
[],[]
['BelaMuhammad'],[]
"['InternationalJusticeDay', 'HariKeadilanInternasional']",[]
[],[]
"['Palestine', 'QudsDay', 'PalestineResistance', 'PalestineWillBeFree']",[]
['ShameOnAungSanSuuKyi'],[]
"['voteblue', 'RememberInNovember']",[]
['KitaAdaUntukZara'],[]
"['InternationalJusticeDay', 'HariKeadilanInternasional']",[]
['FailedModernSlavery'],[]
"['KaabaUnitesUs', 'Hajj2019']",['https://m.liputan6.com/haji/read/4027261/video-menteri-agama-lukman-hakim-saifuddin-tunaikan-umrah-wajib']
[],[]
['GwSakingNgantuknya'],[]
"['Solomon', 'ViolencesPolicieres', 'JusticePourSolomon']",[]
[],[]
['BlameTrump'],[]
"['KaabaUnitesUs', 'Hajj2020']",[]
[],[]
['Hussain'],[]
[],['https://m.cnnindonesia.com/internasional/20180928100956-120-333904/kbri-rizieq-sudah-tidak-punya-izin-tinggal-di-saudi']
['Hussain'],[]
['KaabaUnitesUs'],[]
"['Palestine', 'PalestineWillBeFree']",[]
[],[]
"['PleaseStopTellingMeTo', 'UnitedShades']",[]
"['Iraqi', 'millionmarch', 'iraqProtest', 'Iraq', 'Iraqmillionmanmarch']",[]
"['Palestine', 'HumanRights', 'humanity', 'Palestinians']",[]
['أطلقوا_سجناء_البحرين'],[]
"['IraqProtests', 'Iraq']",[]
['MiddleEast'],[]
[],[]
"['TousContreMacron', 'demopolitique']",[]
"['Paris', 'reformedesretraites', 'greve5fevrier', 'retraites', 'greve', 'GreveGenerale', 'fonctionpublique']",[]
"['gouvernement', 'Macron', 'demopolitique', 'presidentielle2022', 'ViolencesPolicieres']",[]
['mondaythoughts'],[]
"['MacronDemission', 'MacronDemission', 'ViolencesPolicieres', 'GiletsJaunes', 'reformedesretraites', 'Acte63']",[]
[],[]
['SundayMorning'],[]
"['COVID19', 'COVID__19']",[]
[],[]
"['Farida', 'soignantsencolere']",[]
"['COVID19', 'WorldNatureConservationDay']",[]
"['WorldRadioDay', 'ThursdayMotivation']",[]
"['Palestine', 'PalestineWillBeFree']",[]
['می_آیم'],[]
"['Palestine', 'PalestineWillBeFree']",[]
"['Palestine', 'PalestineWillBeFree']",[]
['ShameOnAungSanSuuKyi'],[]
"['Palestine', 'PalestineWillBeFree']",[]
['JumatBerkah'],[]
[],[]
"['MahatmaGandhi', 'India', 'MuslimsGenocideInIndiaAndIOK']",[]
[],['https://www.instagram.com/p/B9irbvEJu5P/?igshid=11cd7jnjzn2wl']
"['Palestine', 'PalestineWillBeFree']",[]
"['بنزین', 'مردم']",[]
"['Palestine', 'PalestineWillBeFree']",[]
"['Palestine', 'PalestineWillBeFree']",[]
['เขาวานให้หนูเป็นสายลับep15'],[]
['ShameOnAungSanSuuKyi'],[]
['UAEBetraysPalestine'],[]
['ThisIsAmerica'],[]
"['Palestine', 'FreePalestine', 'Palestinewillbefree']",[]
"['Palestine', 'FreePalestine', 'Palestina']",[]
"['Palestina', 'FreePalestine', '26Agosto']",[]
"['Palestina', 'FreePalestine', 'palestinalibre']",[]
"['Palestine', 'FreePalestine', '17Agosto']",[]
[],['https://www.valeursactuelles.com/societe/agressions-sexuelles-castaner-accuse-davoir-couvert-un-medecin-103812']
"['racisme', 'AuntJemima']",[]
"['Humanrights', 'Trump', 'BarrResign']",[]
"['HumanRights', 'CyberSecurity']",['https://www.hrw.org/news/2020/05/27/its-time-treat-cybersecurity-human-rights-issue']
"['MichelleObama', 'Barack']",[]
"['coronavirus', 'COVID19']",['https://www.ndtv.com/world-news/coronavirus-bill-gatess-coronavirus-vaccine-could-be-ready-in-12-months-2218805']
"['rudygiulianimeltdown', 'JohnBolton']",[]
"['coronavirus', 'COVID19']",[]
"['Trimp', 'ImpeachmentInquiryNow', 'ImpeachNow']",[]
"['Humanrights', 'HongKong', 'HumanRightsViolations']",[]
"['TheInvestigation', 'JohnLithgow']",[]
"['ImpeachmentIsComing', 'ImpeachTrumpNow', 'Pompeo', 'Traitor']",['https://thehill.com/homenews/administration/463712-pompeo-took-part-in-trump-zelensky-call-report']
"['IranUSTension', 'NoWarWithIran']",[]
"['Palestine', 'Israel', 'HumanRights']",[]
"['coronavirus', 'COVID19', 'TrumpLied200KDied', 'TrumpWantsToInfectUs']",['https://www.cnn.com/2020/09/16/politics/donald-trump-covid-19-coronavirus-abc-townhall/index.html']
"['TheTonyAwards', 'TonyAwards']",[]
"['NoBraDay', 'NoBraDay2019', 'SundayThoughts']",[]
"['Maddow', 'LevSpeaks', 'LevRemembers']",[]
"['HumanRights', 'HumanRightsViolations', 'SaudiArabia']",[]
"['KDandKlay', 'klaythompson', 'NBAFinals']",[]
"['Coronavirus', 'COVID19']",[]
"['RBGRevolution', 'comebackCalifornia', 'LindseyMustGo']",[]
"['ClimateChangesHealth', 'Climatecrisis']",[]
"['Kenya', 'Bamboo', 'environment', 'environmental', 'ClimateChange', 'GlobalWarming']",[]
"['ClimateChange', 'ClimateCrisis']",['https://www.economist.com/schools-brief/2020/05/23/the-worlds-energy-system-must-be-transformed-completely']
[],['https://twitter.com/savior_id/status/768700118933577728']
,
[],[]
"['coronavirus', 'ClimateChange', 'ClimateCrisis']",['https://www.theguardian.com/world/2020/apr/09/climate-crisis-amid-coronavirus-lockdown-nature-bounces-back-but-for-how-long']
,['']
,
"['ClimateCrisis', 'ClimateCrisis', 'ClimateEmergency']",[]
"['TrumpLiesAmericansDie', 'fvckthe4th']",[]
"['AmericaOrTrump', 'TrumpKnewAndDidNothing', 'AmericaWakeUp']",[]
['fvckthe4th'],[]
"['FB', 'Resist']",[]
"['protest', 'Trump']",[]
"['Palestinian', 'Palestinian', 'Palestine']",[]
['hydroxycholorquine'],[]
['VoteBlue'],[]
[],[]
['۵روزتامحرم'],[]
[],[]
[],[]
[],[]
[],[]
"['Trump', 'CoronaInfoCH', 'coronavirus']",[]
"['Biden', 'VoteBlueDownBallot', 'Trump', 'COVID19', 'coronavirus']",[]
"['بي_بي_سي_فارسی', 'لغو_فوری_اعدام']",[]
[],[]
['4MoreYears'],[]
['رضا_پهلوی'],[]
"['TrumpIsATraitor', 'Trump', 'FlagDay', 'JohnMcCainDay']",[]
"['Trump', 'JohnKelly']",['https://www.cnn.com/2019/10/26/politics/john-kelly-trump-yes-man/index.html']
"['Arbaeen2020', 'ArbainHusain']",[]
[],[]
['MuslimsGenocideInIndiaAndIOK'],[]
[],[]
['TheGoodDoctor'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'QudsDay']",[]
"['DemocraticDebate', 'DemDebate2', 'ElizabethWarren', 'Warren2020']",[]
[],[]
[],[]
"['BelaMuhammad', 'BelaMuhammad']",[]
['Schiff'],['https://www.politico.com/story/2019/09/13/schiff-maguire-intelligence-1496135']
"['Palestina', 'FreePalestine', 'PalestinaLibre']",[]
"['Palestina', 'FreePalestine', 'PalestinaLibre']",[]
"['Paletsine', 'Freepalestine', 'Palestina', 'PalestineWillBeFree']",[]
"['Iraqi', 'US', 'Iraq']",[]
"['PalestinaLibre', 'FreePalestine', 'palestina']",[]
"['Palestine', 'QudsDay', 'PalestineWillBeFree', 'FreePalestine']",[]
[],[]
"['ClimateChange', 'environment', 'GlobalWarming']",[]
"['CoronavirusPandemic', 'coronavirus']",[]
['svchost'],[]
[],[]
"['ClimateCrisis', 'ClimateAction', 'ClimateChangeIsReal']",['https://news.bloomberglaw.com/bankruptcy-law/california-power-crisis-worsens-with-pg-e-ordering-outages']
,
"['ClimateChange', 'ClimateAction', 'ClimateCrisis']",[]
"['TrumpMeltdown', 'ClimateChange', 'Trump']",[]
"['lessive', 'maison', 'tiredearth', 'EnvironmentDay', 'alimentation']",['https://bit.ly/3dEvwyh']
"['ClimateChange', 'ClimateCrisis', 'coronavirus']",['https://www.weforum.org/agenda/2020/04/climate-change-coronavirus-linked/']
"['ClimateChange', 'ClimateCrisis', 'ClimateActionNow']",['https://www.aljazeera.com/news/2020/09/trump-epa-chief-climate-change-efforts-hurt-poor-200903230808431.html']
"['climatecrisis', 'ClimateChange', 'ClimateAction']",[]
"['ClimateChange', 'ClimateCrisis', 'ClimateAction']",[]
"['Climatechange', 'environment']",[]
"['ClimateChange', 'ClimateAction', 'ClimateCrisis']",[]
"['ClimateChange', 'ClimateCrisis', 'ClimateAction']",['https://www.sciencemag.org/news/2020/07/after-40-years-researchers-finally-see-earths-climate-destiny-more-clearly']
"['RestartLeader', 'MIGA', 'Iranians_Hate_PMOI_RezaPahlavi_IR']",[]
['اهل_البيت_خط_احمر'],[]
"['عاجل', 'ايران']",[]
['TrumpThreatensAmerica'],[]
['BidenHarris'],[]
[],[]
[],[]
[],[]
"['BLMprotest', 'FlipTheSenate', 'balcklivesmatter', 'VoteBlueToSaveAmerica2020', 'racism']",[]
"['oil', 'finance', 'COVID19']",[]
[],[]
[],[]
